gen_time_iso,gen_ms,index,target_time_iso,target_ms,horizon_min,profile,mode,q10,q50,q90
2025-11-14T09:53:00,1763094180000,BANKNIFTY,2025-11-14T09:54:00,1763094240000,1,optimized,hybrid,1030.8462187240295,1036.0500000000002,1039.6366231250238
2025-11-14T09:53:00,1763094180000,BANKNIFTY,2025-11-14T09:55:00,1763094300000,2,optimized,hybrid,1031.9037939890063,1037.3279256457322,1039.9539138498758
2025-11-14T09:53:00,1763094180000,BANKNIFTY,2025-11-14T09:56:00,1763094360000,3,optimized,hybrid,1025.6065481861237,1037.0374969244758,1042.6705804074243
2025-11-14T09:53:00,1763094180000,BANKNIFTY,2025-11-14T09:57:00,1763094420000,4,optimized,hybrid,1026.8973942396476,1035.5857074674686,1043.048165955946
2025-11-14T09:53:00,1763094180000,BANKNIFTY,2025-11-14T09:58:00,1763094480000,5,optimized,hybrid,1027.4641456559875,1034.3088395806978,1042.091795256949
2025-11-14T09:53:00,1763094180000,BANKNIFTY,2025-11-14T09:59:00,1763094540000,6,optimized,hybrid,1029.7328710625168,1035.3669005768631,1038.100984124296
2025-11-14T09:53:00,1763094180000,BANKNIFTY,2025-11-14T10:00:00,1763094600000,7,optimized,hybrid,1023.4448684998378,1032.9383746483013,1037.932132761096
2025-11-14T09:53:00,1763094180000,BANKNIFTY,2025-11-14T10:01:00,1763094660000,8,optimized,hybrid,1022.7300333513602,1029.9708664395464,1036.4049735853264
2025-11-14T09:53:00,1763094180000,BANKNIFTY,2025-11-14T10:02:00,1763094720000,9,optimized,hybrid,1026.966793242905,1031.7289902965765,1036.2527683922729
2025-11-14T09:53:00,1763094180000,BANKNIFTY,2025-11-14T10:03:00,1763094780000,10,optimized,hybrid,1027.5618948316496,1031.8400484220278,1037.2069692483935
2025-11-14T09:53:00,1763094180000,BANKNIFTY,2025-11-14T10:04:00,1763094840000,11,optimized,hybrid,1024.7501773081106,1031.4637210156864,1037.9447346085906
2025-11-14T09:53:00,1763094180000,BANKNIFTY,2025-11-14T10:05:00,1763094900000,12,optimized,hybrid,1026.024325151599,1030.9522356964067,1037.9520301339628
2025-11-14T09:53:00,1763094180000,BANKNIFTY,2025-11-14T10:06:00,1763094960000,13,optimized,hybrid,1024.7722153542302,1030.4732734661766,1042.2265966047817
2025-11-14T09:53:00,1763094180000,BANKNIFTY,2025-11-14T10:07:00,1763095020000,14,optimized,hybrid,1026.0653267594598,1030.1336380740036,1037.0235192052432
2025-11-14T09:53:00,1763094180000,BANKNIFTY,2025-11-14T10:08:00,1763095080000,15,optimized,hybrid,1026.0687044898946,1031.1445225338841,1039.310791867159
2025-11-14T09:53:00,1763094180000,BANKNIFTY,2025-11-14T10:09:00,1763095140000,16,optimized,hybrid,1026.9711615131314,1031.4697755358393,1037.218973170007
2025-11-14T09:53:00,1763094180000,BANKNIFTY,2025-11-14T10:10:00,1763095200000,17,optimized,hybrid,1027.3565023390163,1032.0248903177464,1038.9438255799446
2025-11-14T09:53:00,1763094180000,BANKNIFTY,2025-11-14T10:11:00,1763095260000,18,optimized,hybrid,1026.0337615326482,1030.601672598498,1039.1859788288932
2025-11-14T09:53:00,1763094180000,BANKNIFTY,2025-11-14T10:12:00,1763095320000,19,optimized,hybrid,1026.1821540881315,1031.0670741613783,1039.3336380060387
2025-11-14T09:53:00,1763094180000,BANKNIFTY,2025-11-14T10:13:00,1763095380000,20,optimized,hybrid,1024.3591877390745,1029.364943611747,1039.1250372544755
