gen_time_iso,gen_ms,index,target_time_iso,target_ms,horizon_min,q10,q50,q90
2025-11-07T09:45:00,1762488900000,SENSEX,2025-11-07T09:46:00,1762488960000,1,805.85725,890.45,975.0427500000001
2025-11-07T09:45:00,1762488900000,SENSEX,2025-11-07T09:47:00,1762489020000,2,805.85725,890.45,975.0427500000001
2025-11-07T09:45:00,1762488900000,SENSEX,2025-11-07T09:48:00,1762489080000,3,805.85725,890.45,975.0427500000001
2025-11-07T09:45:00,1762488900000,SENSEX,2025-11-07T09:49:00,1762489140000,4,805.85725,890.45,975.0427500000001
2025-11-07T09:45:00,1762488900000,SENSEX,2025-11-07T09:50:00,1762489200000,5,805.85725,890.45,975.0427500000001
2025-11-07T09:45:00,1762488900000,SENSEX,2025-11-07T09:51:00,1762489260000,6,805.85725,890.45,975.0427500000001
2025-11-07T09:45:00,1762488900000,SENSEX,2025-11-07T09:52:00,1762489320000,7,805.85725,890.45,975.0427500000001
2025-11-07T09:45:00,1762488900000,SENSEX,2025-11-07T09:53:00,1762489380000,8,805.85725,890.45,975.0427500000001
2025-11-07T09:45:00,1762488900000,SENSEX,2025-11-07T09:54:00,1762489440000,9,805.85725,890.45,975.0427500000001
2025-11-07T09:45:00,1762488900000,SENSEX,2025-11-07T09:55:00,1762489500000,10,805.85725,890.45,975.0427500000001
2025-11-07T09:45:00,1762488900000,SENSEX,2025-11-07T09:56:00,1762489560000,11,805.85725,890.45,975.0427500000001
2025-11-07T09:45:00,1762488900000,SENSEX,2025-11-07T09:57:00,1762489620000,12,805.85725,890.45,975.0427500000001
2025-11-07T09:45:00,1762488900000,SENSEX,2025-11-07T09:58:00,1762489680000,13,805.85725,890.45,975.0427500000001
2025-11-07T09:45:00,1762488900000,SENSEX,2025-11-07T09:59:00,1762489740000,14,805.85725,890.45,975.0427500000001
2025-11-07T09:45:00,1762488900000,SENSEX,2025-11-07T10:00:00,1762489800000,15,805.85725,890.45,975.0427500000001
2025-11-07T09:45:00,1762488900000,SENSEX,2025-11-07T10:01:00,1762489860000,16,805.85725,890.45,975.0427500000001
2025-11-07T09:45:00,1762488900000,SENSEX,2025-11-07T10:02:00,1762489920000,17,805.85725,890.45,975.0427500000001
2025-11-07T09:45:00,1762488900000,SENSEX,2025-11-07T10:03:00,1762489980000,18,805.85725,890.45,975.0427500000001
2025-11-07T09:45:00,1762488900000,SENSEX,2025-11-07T10:04:00,1762490040000,19,805.85725,890.45,975.0427500000001
2025-11-07T09:45:00,1762488900000,SENSEX,2025-11-07T10:05:00,1762490100000,20,805.85725,890.45,975.0427500000001
2025-11-07T09:45:00,1762488900000,SENSEX,2025-11-07T10:06:00,1762490160000,21,805.85725,890.45,975.0427500000001
2025-11-07T09:45:00,1762488900000,SENSEX,2025-11-07T10:07:00,1762490220000,22,805.85725,890.45,975.0427500000001
2025-11-07T09:45:00,1762488900000,SENSEX,2025-11-07T10:08:00,1762490280000,23,805.85725,890.45,975.0427500000001
2025-11-07T09:45:00,1762488900000,SENSEX,2025-11-07T10:09:00,1762490340000,24,805.85725,890.45,975.0427500000001
2025-11-07T09:45:00,1762488900000,SENSEX,2025-11-07T10:10:00,1762490400000,25,805.85725,890.45,975.0427500000001
2025-11-07T09:45:00,1762488900000,SENSEX,2025-11-07T10:11:00,1762490460000,26,805.85725,890.45,975.0427500000001
2025-11-07T09:45:00,1762488900000,SENSEX,2025-11-07T10:12:00,1762490520000,27,805.85725,890.45,975.0427500000001
2025-11-07T09:45:00,1762488900000,SENSEX,2025-11-07T10:13:00,1762490580000,28,805.85725,890.45,975.0427500000001
2025-11-07T09:45:00,1762488900000,SENSEX,2025-11-07T10:14:00,1762490640000,29,805.85725,890.45,975.0427500000001
