gen_time_iso,gen_ms,index,target_time_iso,target_ms,horizon_min,profile,mode,q10,q50,q90
2025-11-12T09:15:30,1762919130000,SENSEX,2025-11-12T09:16:30,1762919190000,1,base,retrieval,521.7,521.7,521.70019
2025-11-12T09:15:30,1762919130000,SENSEX,2025-11-12T09:17:30,1762919250000,2,base,retrieval,521.7,521.7,521.70019
2025-11-12T09:15:30,1762919130000,SENSEX,2025-11-12T09:18:30,1762919310000,3,base,retrieval,521.7,521.7,521.70019
2025-11-12T09:15:30,1762919130000,SENSEX,2025-11-12T09:19:30,1762919370000,4,base,retrieval,521.7,521.7,521.70019
2025-11-12T09:15:30,1762919130000,SENSEX,2025-11-12T09:20:30,1762919430000,5,base,retrieval,521.7,521.7,521.70019
2025-11-12T09:15:30,1762919130000,SENSEX,2025-11-12T09:21:30,1762919490000,6,base,retrieval,521.7,521.7,521.70019
2025-11-12T09:15:30,1762919130000,SENSEX,2025-11-12T09:22:30,1762919550000,7,base,retrieval,521.7,521.7,521.70019
2025-11-12T09:15:30,1762919130000,SENSEX,2025-11-12T09:23:30,1762919610000,8,base,retrieval,521.7,521.7,521.70019
2025-11-12T09:15:30,1762919130000,SENSEX,2025-11-12T09:24:30,1762919670000,9,base,retrieval,521.7,521.7,521.70019
2025-11-12T09:15:30,1762919130000,SENSEX,2025-11-12T09:25:30,1762919730000,10,base,retrieval,521.7,521.7,521.70019
2025-11-12T09:15:30,1762919130000,SENSEX,2025-11-12T09:26:30,1762919790000,11,base,retrieval,521.7,521.7,521.70019
2025-11-12T09:15:30,1762919130000,SENSEX,2025-11-12T09:27:30,1762919850000,12,base,retrieval,521.7,521.7,521.70019
2025-11-12T09:15:30,1762919130000,SENSEX,2025-11-12T09:28:30,1762919910000,13,base,retrieval,521.7,521.7,521.70019
2025-11-12T09:15:30,1762919130000,SENSEX,2025-11-12T09:29:30,1762919970000,14,base,retrieval,521.7,521.7,521.70019
2025-11-12T09:15:30,1762919130000,SENSEX,2025-11-12T09:30:30,1762920030000,15,base,retrieval,521.7,521.7,521.70019
2025-11-12T09:15:30,1762919130000,SENSEX,2025-11-12T09:31:30,1762920090000,16,base,retrieval,521.7,521.7,521.70019
2025-11-12T09:15:30,1762919130000,SENSEX,2025-11-12T09:32:30,1762920150000,17,base,retrieval,521.7,521.7,521.70019
2025-11-12T09:15:30,1762919130000,SENSEX,2025-11-12T09:33:30,1762920210000,18,base,retrieval,521.7,521.7,521.70019
2025-11-12T09:15:30,1762919130000,SENSEX,2025-11-12T09:34:30,1762920270000,19,base,retrieval,521.7,521.7,521.70019
2025-11-12T09:15:30,1762919130000,SENSEX,2025-11-12T09:35:30,1762920330000,20,base,retrieval,521.7,521.7,521.70019
2025-11-12T09:15:30,1762919130000,SENSEX,2025-11-12T09:36:30,1762920390000,21,base,retrieval,521.7,521.7,521.70019
2025-11-12T09:15:30,1762919130000,SENSEX,2025-11-12T09:37:30,1762920450000,22,base,retrieval,521.7,521.7,521.70019
2025-11-12T09:15:30,1762919130000,SENSEX,2025-11-12T09:38:30,1762920510000,23,base,retrieval,521.7,521.7,521.70019
2025-11-12T09:15:30,1762919130000,SENSEX,2025-11-12T09:39:30,1762920570000,24,base,retrieval,521.7,521.7,521.70019
2025-11-12T09:15:30,1762919130000,SENSEX,2025-11-12T09:40:30,1762920630000,25,base,retrieval,521.7,521.7,521.70019
2025-11-12T09:15:30,1762919130000,SENSEX,2025-11-12T09:41:30,1762920690000,26,base,retrieval,521.7,521.7,521.70019
2025-11-12T09:15:30,1762919130000,SENSEX,2025-11-12T09:42:30,1762920750000,27,base,retrieval,521.7,521.7,521.70019
2025-11-12T09:15:30,1762919130000,SENSEX,2025-11-12T09:43:30,1762920810000,28,base,retrieval,521.7,521.7,521.70019
2025-11-12T09:15:30,1762919130000,SENSEX,2025-11-12T09:44:30,1762920870000,29,base,retrieval,521.7,521.7,521.70019
2025-11-12T09:15:30,1762919130000,SENSEX,2025-11-12T09:45:30,1762920930000,30,base,retrieval,521.7,521.7,521.70019
2025-11-12T09:15:30,1762919130000,SENSEX,2025-11-12T09:46:30,1762920990000,31,base,retrieval,521.7,521.7,521.70019
2025-11-12T09:15:30,1762919130000,SENSEX,2025-11-12T09:47:30,1762921050000,32,base,retrieval,521.7,521.7,521.70019
2025-11-12T09:15:30,1762919130000,SENSEX,2025-11-12T09:48:30,1762921110000,33,base,retrieval,521.7,521.7,521.70019
2025-11-12T09:15:30,1762919130000,SENSEX,2025-11-12T09:49:30,1762921170000,34,base,retrieval,521.7,521.7,521.70019
2025-11-12T09:15:30,1762919130000,SENSEX,2025-11-12T09:50:30,1762921230000,35,base,retrieval,521.7,521.7,521.70019
2025-11-12T09:15:30,1762919130000,SENSEX,2025-11-12T09:51:30,1762921290000,36,base,retrieval,521.7,521.7,521.70019
2025-11-12T09:15:30,1762919130000,SENSEX,2025-11-12T09:52:30,1762921350000,37,base,retrieval,521.7,521.7,521.70019
2025-11-12T09:15:30,1762919130000,SENSEX,2025-11-12T09:53:30,1762921410000,38,base,retrieval,521.7,521.7,521.70019
