ann_max_candidates,rows,speedup_avg,prune_ratio_avg,q50_mad_avg,build_ms_avg,latency_ms_avg
50,21,0.9009703262045627,0.8055555555555555,0.0,17.38095238095238,36.76190476190476
30,21,0.9175339366515838,0.8055555555555555,0.0,17.38095238095238,40.76190476190476
20,21,0.9508265027322403,0.8055555555555555,0.0,17.38095238095238,36.95238095238095
10,21,0.9133345327081109,0.8055555555555555,0.0,17.19047619047619,36.714285714285715
