date,index,expiry_tag,offset,horizon,window,k,mode,scale,bucket_ms,distance_metric,weight_mode,recent_gamma,regime_tolerance,regime_penalty,at,ann_use,ann_space,ann_max_candidates,ann_enabled,ann_total_windows,ann_shortlisted,ann_build_ms,ann_index_mem_bytes,ann_prune_ratio,ann_effectiveness,latency_ms,baseline_latency_ms,ann_speedup,ann_q50_mad,ann_guard_triggered,ann_guard_original_mad,samples,coverage,band_width,mae,bias
2025-11-06,NIFTY,this_week,0,60,120,10,retrieval,1.0,60000,l2,none,0.9,,1.25,mid,1,cosine,20,1,23,20,356,11040,0.8695652173913043,,360,2,0.005555555555555556,0.0,0,,60.0,nan,nan,2.9261592318282017,0.3820371641312278
2025-11-07,NIFTY,this_week,0,60,120,10,retrieval,1.0,60000,l2,none,0.9,,1.25,mid,1,cosine,20,1,0,24,0,11040,,,2,2,1.0,0.0,0,,60.0,nan,nan,1.8423625656322689,0.725115936597155
