ann_max_candidates,rows,speedup_avg,prune_ratio_avg,q50_mad_avg,build_ms_avg,latency_ms_avg,effectiveness_score
50,696,0.9321134523451703,1.0,0.0,8.887931034482758,27.235632183908045,0.0000000000000000
30,696,0.9237224114218353,1.0,0.0,7.949712643678161,26.498563218390803,0.0000000000000000
10,696,0.929137063141957,0.4766672115070284,0.650827398205235,7.795977011494253,26.221264367816094,-0.1378586408055630
20,696,0.9276622740443482,0.9270186335403726,0.06747119983898818,7.889367816091954,26.33477011494253,0.0000695849855228
