horizon,window,k,mode,scale,coverage,band_width,mae,bias,samples,n
60,180,15,auto,1.9,0.7666666666666667,281.6653125485349,90.53212211146234,-90.53212211146234,60.0,1
60,180,15,hybrid,1.9,0.7666666666666667,281.6653125485349,90.53212211146234,-90.53212211146234,60.0,1
60,180,15,auto,2.0,0.8333333333333334,296.48980268266837,90.53212211146234,-90.53212211146234,60.0,1
