date,index,expiry_tag,offset,horizon,window,k,mode,scale,bucket_ms,distance_metric,weight_mode,recent_gamma,regime_tolerance,regime_penalty,at,ann_use,ann_space,ann_max_candidates,ann_enabled,ann_total_windows,ann_shortlisted,ann_build_ms,ann_index_mem_bytes,ann_prune_ratio,ann_effectiveness,latency_ms,baseline_latency_ms,ann_speedup,ann_q50_mad,samples,coverage,band_width,mae,bias
2025-10-29,NIFTY,this_week,0,60,60,15,retrieval,1.0,60000,l2,none,0.9,,1.25,mid,1,cosine,50,1,24,24,370,5760,1.0,,373,2,0.005361930294906166,0.0,60.0,nan,nan,5.649120600096078,2.5637981588718644
2025-10-30,NIFTY,this_week,0,60,60,15,retrieval,1.0,60000,l2,none,0.9,,1.25,mid,1,cosine,50,1,24,24,1,5760,1.0,,3,2,0.6666666666666666,0.0,32.0,nan,nan,0.5870566739639038,0.519589436621132
2025-10-31,NIFTY,this_week,0,60,60,15,retrieval,1.0,60000,l2,none,0.9,,1.25,mid,1,cosine,50,1,24,24,1,5760,1.0,,3,2,0.6666666666666666,0.0,57.0,nan,nan,2.3798159525435367,-2.3298225434132895
2025-11-03,NIFTY,this_week,0,60,60,15,retrieval,1.0,60000,l2,none,0.9,,1.25,mid,1,cosine,50,1,24,24,0,5760,1.0,,3,2,0.6666666666666666,0.0,38.0,nan,nan,5.144069123230237,4.822073694746012
2025-11-04,NIFTY,this_week,0,60,60,15,retrieval,1.0,60000,l2,none,0.9,,1.25,mid,1,cosine,50,1,24,24,1,5760,1.0,,3,2,0.6666666666666666,0.0,60.0,nan,nan,5.368293209139751,5.276746008482863
2025-11-06,NIFTY,this_week,0,60,60,15,retrieval,1.0,60000,l2,none,0.9,,1.25,mid,1,cosine,50,1,24,24,1,5760,1.0,,3,2,0.6666666666666666,0.0,60.0,nan,nan,3.1333085708095583,-0.9974249861155101
