collectors	771
metrics	466
web	358
orchestrator	355
utils	306
broker	174
adaptive	70
analytics	65
events	54
storage	48
summary	45
panels	40
tools	35
path_forecast	34
health	33
data_access	28
config	21
lifecycle	14
filters	12
collector	11
provider	11
console	11
observability	10
services	8
providers	8
column_store	6
ui_enhanced	6
error_handling.py	5
errors	5
direct_collect.py	5
advisor	5
validation	4
bus	4
bench	4
domain	3
synthetic	3
streaming	3
