index,expiry_tag,offset,horizon,window,k,mode,rows,speedup_avg,prune_ratio_avg,q50_mad_avg,latency_ms_avg,baseline_latency_ms_avg,score
NIFTY,this_week,0,60,60,15,auto,6,0.6264,1.0,0.0,63.17,3.0,0.5632
NIFTY,this_week,0,60,60,15,hybrid,6,0.6097,1.0,0.0,63.83,3.17,0.5459
NIFTY,this_week,0,60,60,15,retrieval,6,0.5564,1.0,0.0,64.67,2.0,0.4918
