ts_ms,ts_iso,band_scale,target,actual,samples
2025-11-07T13:07:06+00:00,1762520826821,1.5255929942037696,0.8,0.7822878228782287,542
2025-11-07T13:22:08+00:00,1762521728299,1.5427671899766537,0.8,0.7822878228782287,542
2025-11-07T13:37:09+00:00,1762522629958,1.5601347223744213,0.8,0.7822878228782287,542
2025-11-07T13:52:12+00:00,1762523532326,1.5776977678629178,0.8,0.7822878228782287,542
2025-11-07T14:07:15+00:00,1762524435254,1.595458527409314,0.8,0.7822878228782287,542
2025-11-07T14:30:50+00:00,1762525850665,1.6134192267579275,0.8,0.7822878228782287,542
2025-11-07T16:19:30+00:00,1762532370739,1.6315821167091478,0.8,0.7822878228782287,542
2025-11-07T16:34:33+00:00,1762533273415,1.6499494734015034,0.8,0.7822878228782287,542
2025-11-07T16:49:35+00:00,1762534175198,1.6685235985969025,0.8,0.7822878228782287,542
2025-11-07T17:04:36+00:00,1762535076838,1.687306819969085,0.8,0.7822878228782287,542
2025-11-07T17:19:37+00:00,1762535977933,1.7063014913953232,0.8,0.7822878228782287,542
2025-11-07T17:34:38+00:00,1762536878738,1.7255099932514042,0.8,0.7822878228782287,542
2025-11-07T17:57:04+00:00,1762538224311,1.7449347327099345,0.8,0.7822878228782287,542
