path,rows,parsed_ts,parse_fail,out_of_order,duplicate_ts,negative_values,min_ts,max_ts,min_tp,max_tp,issue_count
data\g6_data\NIFTY\this_week\0\2025-10-03.csv,640,640,0,0,4,0,1759463100000,1759485600000,130.6,191.27,0
data\g6_data\NIFTY\this_week\0\2025-10-06.csv,227,227,0,0,113,0,1759737960000,1759744800000,89.15,129.15,0
data\g6_data\NIFTY\this_week\0\2025-10-07.csv,543,543,0,0,10,0,1759811100000,1759830930000,7.35,100.51,0
data\g6_data\NIFTY\this_week\0\2025-10-08.csv,732,732,0,0,0,0,1759895100000,1759917600000,196.85000000000002,257.83,0
data\g6_data\NIFTY\this_week\0\2025-10-09.csv,318,318,0,0,2,0,1759995000000,1760036280000,167.8,428.5,0
data\g6_data\NIFTY\this_week\0\2025-10-10.csv,762,762,0,1,11,0,1760067900000,1760090400000,145.1,572.55,1
data\g6_data\NIFTY\this_week\0\2025-10-23.csv,307,307,0,0,0,0,1761202230000,1761213600000,219.95000000000002,324.46,0
data\g6_data\NIFTY\this_week\0\2025-10-24.csv,187,187,0,0,0,0,1761282060000,1761287640000,199.4,251.78000000000003,0
data\g6_data\NIFTY\this_week\0\2025-10-28.csv,570,570,0,0,2,0,1761628410000,1761645600000,11.1,146.32,0
data\g6_data\NIFTY\this_week\0\2025-10-29.csv,671,671,0,0,0,0,1761711900000,1761732000000,281.9,319.2,0
data\g6_data\NIFTY\this_week\0\2025-10-30.csv,566,566,0,0,2,0,1761795900000,1761818400000,240.8,291.6,0
data\g6_data\NIFTY\this_week\0\2025-10-31.csv,349,349,0,0,12,0,1761887910000,1761904800000,197.15,250.97,0
data\g6_data\NIFTY\this_week\0\2025-11-03.csv,531,531,0,0,0,0,1762139550000,1762163520000,138.6,251.47499999999997,0
data\g6_data\NIFTY\this_week\0\2025-11-04.csv,671,671,0,0,15,0,1762228860000,1762250370000,2.25,124.61,0
data\g6_data\NIFTY\this_week\0\2025-11-05.csv,671,671,0,0,15,0,1762228860000,1762250370000,2.25,124.61,0
data\g6_data\NIFTY\this_week\0\2025-11-06.csv,697,697,0,0,1,0,1762400490000,1762422420000,213.4,313.4125,0
data\g6_data\NIFTY\this_month\+100\2025-09-15.csv,0,0,0,0,0,0,,,,,0
data\g6_data\NIFTY\this_month\+100\2025-09-30.csv,462,462,0,0,7,0,1759210260000,1759226370000,74.25,152.78,0
data\g6_data\NIFTY\this_month\+100\2025-10-01.csv,585,585,0,0,2,0,1759295310000,1759312770000,508.0,558.58,0
data\g6_data\NIFTY\this_month\+100\2025-10-03.csv,638,638,0,0,5,0,1759463190000,1759485600000,472.45,516.71,0
data\g6_data\NIFTY\this_month\+100\2025-10-06.csv,227,227,0,0,2,0,1759737990000,1759744800000,436.75,465.95,0
data\g6_data\NIFTY\this_month\+100\2025-10-07.csv,545,545,0,0,12,0,1759811100000,1759830930000,423.0,449.99,0
data\g6_data\NIFTY\this_month\+100\2025-10-08.csv,697,697,0,0,0,0,1759895190000,1759917600000,408.0,524.9,0
data\g6_data\NIFTY\this_month\+100\2025-10-09.csv,299,299,0,0,0,0,1759995000000,1760026560000,394.75,416.67999999999995,0
data\g6_data\NIFTY\this_month\+100\2025-10-10.csv,731,731,0,0,0,0,1760068080000,1760090400000,378.0,408.04999999999995,0
data\g6_data\NIFTY\this_month\+100\2025-10-23.csv,307,307,0,0,0,0,1761202230000,1761213600000,207.5,261.21,0
data\g6_data\NIFTY\this_month\+100\2025-10-24.csv,187,187,0,0,0,0,1761282060000,1761287640000,196.45,222.63,0
data\g6_data\NIFTY\this_month\+100\2025-10-28.csv,637,637,0,0,9,0,1761626730000,1761645600000,73.05,166.8,0
data\g6_data\NIFTY\this_month\+100\2025-10-29.csv,671,671,0,0,0,0,1761711900000,1761732000000,617.75,643.1,0
data\g6_data\NIFTY\this_month\+100\2025-10-30.csv,566,566,0,0,2,0,1761795900000,1761818400000,599.3499999999999,625.97,0
data\g6_data\NIFTY\this_month\+100\2025-10-31.csv,477,477,0,0,24,0,1761882330000,1761904800000,583.4,614.6800000000001,0
data\g6_data\NIFTY\this_month\+100\2025-11-03.csv,532,532,0,0,0,0,1762139550000,1762163520000,570.75,613.45,0
data\g6_data\NIFTY\this_month\+100\2025-11-04.csv,701,701,0,0,1,0,1762228860000,1762250370000,552.3,584.16,0
data\g6_data\NIFTY\this_month\+100\2025-11-06.csv,697,697,0,0,1,0,1762400490000,1762422420000,491.85,569.725,0
data\g6_data\NIFTY\this_month\+150\2025-09-15.csv,0,0,0,0,0,0,,,,,0
data\g6_data\NIFTY\this_month\+150\2025-09-30.csv,466,466,0,0,7,0,1759209870000,1759226370000,113.34,604.95,0
data\g6_data\NIFTY\this_month\+150\2025-10-01.csv,577,577,0,0,2,0,1759295310000,1759312770000,504.55,555.04,0
data\g6_data\NIFTY\this_month\+150\2025-10-03.csv,603,603,0,0,5,0,1759463280000,1759485600000,469.35,515.05,0
data\g6_data\NIFTY\this_month\+150\2025-10-06.csv,227,227,0,0,2,0,1759737990000,1759744800000,433.4,457.45,0
data\g6_data\NIFTY\this_month\+150\2025-10-07.csv,469,469,0,0,12,0,1759813020000,1759830930000,418.45,444.54999999999995,0
data\g6_data\NIFTY\this_month\+150\2025-10-08.csv,697,697,0,0,0,0,1759895550000,1759917600000,405.0,433.95,0
data\g6_data\NIFTY\this_month\+150\2025-10-09.csv,299,299,0,0,0,0,1759995000000,1760026560000,394.5,414.54999999999995,0
data\g6_data\NIFTY\this_month\+150\2025-10-10.csv,628,628,0,0,0,0,1760068410000,1760090400000,373.3,401.76,0
data\g6_data\NIFTY\this_month\+150\2025-10-23.csv,307,307,0,0,0,0,1761202230000,1761213600000,209.95,256.42,0
data\g6_data\NIFTY\this_month\+150\2025-10-24.csv,187,187,0,0,0,0,1761282060000,1761287640000,202.35000000000002,241.45,0
data\g6_data\NIFTY\this_month\+150\2025-10-28.csv,637,637,0,0,9,0,1761626730000,1761645600000,93.59,199.4,0
data\g6_data\NIFTY\this_month\+150\2025-10-29.csv,671,671,0,0,0,0,1761711900000,1761732000000,612.0,633.7,0
data\g6_data\NIFTY\this_month\+150\2025-10-30.csv,566,566,0,0,2,0,1761795900000,1761818400000,317.7,621.6,0
data\g6_data\NIFTY\this_month\+150\2025-10-31.csv,477,477,0,0,24,0,1761882330000,1761904800000,579.6,608.4,0
data\g6_data\NIFTY\this_month\+150\2025-11-03.csv,532,532,0,0,0,0,1762139550000,1762163520000,569.0,603.1125000000001,0
data\g6_data\NIFTY\this_month\+150\2025-11-04.csv,701,701,0,0,1,0,1762228860000,1762250370000,549.5,579.7,0
data\g6_data\NIFTY\this_month\+150\2025-11-06.csv,697,697,0,0,1,0,1762400490000,1762422420000,490.9,565.825,0
data\g6_data\NIFTY\this_month\+200\2025-09-15.csv,0,0,0,0,0,0,,,,,0
data\g6_data\NIFTY\this_month\+200\2025-09-30.csv,462,462,0,0,7,0,1759210260000,1759226370000,150.24,238.9,0
data\g6_data\NIFTY\this_month\+200\2025-10-01.csv,545,545,0,0,2,0,1759295310000,1759312770000,502.5,557.29,0
data\g6_data\NIFTY\this_month\+200\2025-10-03.csv,407,407,0,0,5,0,1759463190000,1759485600000,469.79999999999995,511.88,0
data\g6_data\NIFTY\this_month\+200\2025-10-06.csv,227,227,0,0,2,0,1759737990000,1759744800000,438.21000000000004,466.78999999999996,0
data\g6_data\NIFTY\this_month\+200\2025-10-07.csv,531,531,0,0,12,0,1759811100000,1759830930000,419.25,457.1,0
data\g6_data\NIFTY\this_month\+200\2025-10-08.csv,584,584,0,0,0,0,1759895910000,1759917600000,404.16999999999996,475.27,0
data\g6_data\NIFTY\this_month\+200\2025-10-09.csv,299,299,0,0,0,0,1759995000000,1760026560000,394.75,432.43,0
data\g6_data\NIFTY\this_month\+200\2025-10-10.csv,606,606,0,0,0,0,1760069760000,1760090400000,376.5,410.58,0
data\g6_data\NIFTY\this_month\+200\2025-10-23.csv,307,307,0,0,0,0,1761202230000,1761213600000,219.5,274.14,0
data\g6_data\NIFTY\this_month\+200\2025-10-24.csv,187,187,0,0,0,0,1761282060000,1761287640000,217.39999999999998,267.5,0
data\g6_data\NIFTY\this_month\+200\2025-10-28.csv,637,637,0,0,9,0,1761626730000,1761645600000,115.16000000000001,238.64999999999998,0
data\g6_data\NIFTY\this_month\+200\2025-10-29.csv,671,671,0,0,0,0,1761711900000,1761732000000,609.25,629.85,0
data\g6_data\NIFTY\this_month\+200\2025-10-30.csv,566,566,0,0,2,0,1761795900000,1761818400000,593.8499999999999,623.85,0
data\g6_data\NIFTY\this_month\+200\2025-10-31.csv,477,477,0,0,24,0,1761882330000,1761904800000,580.1,601.51,0
data\g6_data\NIFTY\this_month\+200\2025-11-03.csv,532,532,0,0,0,0,1762139550000,1762163520000,568.3,597.5875,0
data\g6_data\NIFTY\this_month\+200\2025-11-04.csv,701,701,0,0,1,0,1762228860000,1762250370000,551.6,579.6,0
data\g6_data\NIFTY\this_month\+200\2025-11-06.csv,697,697,0,0,1,0,1762400490000,1762422420000,494.85,564.975,0
data\g6_data\NIFTY\this_month\+250\2025-09-15.csv,0,0,0,0,0,0,,,,,0
data\g6_data\NIFTY\this_month\+250\2025-09-30.csv,462,462,0,0,7,0,1759210260000,1759226370000,190.37,289.0,0
data\g6_data\NIFTY\this_month\+250\2025-10-01.csv,517,517,0,0,2,0,1759295370000,1759312770000,504.85,565.2,0
data\g6_data\NIFTY\this_month\+250\2025-10-03.csv,234,234,0,0,0,0,1759463280000,1759483320000,480.45000000000005,516.01,0
data\g6_data\NIFTY\this_month\+250\2025-10-06.csv,132,132,0,0,0,0,1759738500000,1759744800000,443.40000000000003,465.64,0
data\g6_data\NIFTY\this_month\+250\2025-10-07.csv,295,295,0,0,1,0,1759813020000,1759830930000,425.65,454.85,0
data\g6_data\NIFTY\this_month\+250\2025-10-08.csv,647,647,0,0,0,0,1759895700000,1759917600000,406.1,457.0,0
data\g6_data\NIFTY\this_month\+250\2025-10-09.csv,250,250,0,0,0,0,1759995000000,1760004000000,397.74,434.23,0
data\g6_data\NIFTY\this_month\+250\2025-10-10.csv,136,136,0,0,0,0,1760068320000,1760087940000,384.75,425.08,0
data\g6_data\NIFTY\this_month\+250\2025-10-23.csv,307,307,0,0,0,0,1761202230000,1761213600000,235.79,296.32,0
data\g6_data\NIFTY\this_month\+250\2025-10-24.csv,187,187,0,0,0,0,1761282060000,1761287640000,232.92,300.1,0
data\g6_data\NIFTY\this_month\+250\2025-10-28.csv,637,637,0,0,9,0,1761626730000,1761645600000,128.61,281.75,0
data\g6_data\NIFTY\this_month\+250\2025-10-29.csv,671,671,0,0,0,0,1761711900000,1761732000000,607.4,628.75,0
data\g6_data\NIFTY\this_month\+250\2025-10-30.csv,566,566,0,0,2,0,1761795900000,1761818400000,269.07,623.05,0
data\g6_data\NIFTY\this_month\+250\2025-10-31.csv,477,477,0,0,24,0,1761882330000,1761904800000,579.8,606.31,0
data\g6_data\NIFTY\this_month\+250\2025-11-03.csv,532,532,0,0,0,0,1762139550000,1762163520000,569.15,600.1700000000001,0
data\g6_data\NIFTY\this_month\+250\2025-11-04.csv,701,701,0,0,1,0,1762228860000,1762250370000,549.2,586.45,0
data\g6_data\NIFTY\this_month\+250\2025-11-06.csv,697,697,0,0,1,0,1762400490000,1762422420000,500.3,566.7125,0
data\g6_data\NIFTY\this_month\+300\2025-09-15.csv,0,0,0,0,0,0,,,,,0
data\g6_data\NIFTY\this_month\+300\2025-09-30.csv,462,462,0,0,7,0,1759210260000,1759226370000,236.17,339.0,0
data\g6_data\NIFTY\this_month\+300\2025-10-01.csv,431,431,0,0,1,0,1759295310000,1759311900000,514.7,578.3499999999999,0
data\g6_data\NIFTY\this_month\+300\2025-10-03.csv,394,394,0,0,5,0,1759466010000,1759485600000,479.2,534.71,0
data\g6_data\NIFTY\this_month\+300\2025-10-06.csv,95,95,0,0,2,0,1759737990000,1759744770000,454.4,511.16999999999996,0
data\g6_data\NIFTY\this_month\+300\2025-10-07.csv,301,301,0,0,11,0,1759811100000,1759830930000,430.65000000000003,477.46,0
data\g6_data\NIFTY\this_month\+300\2025-10-08.csv,496,496,0,0,0,0,1759895910000,1759917600000,420.3,464.34999999999997,0
data\g6_data\NIFTY\this_month\+300\2025-10-09.csv,52,52,0,0,0,0,1759995840000,1760026560000,416.0,464.34000000000003,0
data\g6_data\NIFTY\this_month\+300\2025-10-10.csv,596,596,0,0,0,0,1760068230000,1760090400000,389.54999999999995,427.25,0
data\g6_data\NIFTY\this_month\+300\2025-10-23.csv,307,307,0,0,0,0,1761202230000,1761213600000,235.56,325.74,0
data\g6_data\NIFTY\this_month\+300\2025-10-24.csv,187,187,0,0,0,0,1761282060000,1761287640000,252.71,337.1,0
data\g6_data\NIFTY\this_month\+300\2025-10-28.csv,637,637,0,0,9,0,1761626730000,1761645600000,166.66,327.15,0
data\g6_data\NIFTY\this_month\+300\2025-10-29.csv,671,671,0,0,0,0,1761711900000,1761732000000,597.05,631.4,0
data\g6_data\NIFTY\this_month\+300\2025-10-30.csv,566,566,0,0,2,0,1761795900000,1761818400000,595.0,635.73,0
data\g6_data\NIFTY\this_month\+300\2025-10-31.csv,477,477,0,0,24,0,1761882330000,1761904800000,582.6500000000001,620.13,0
data\g6_data\NIFTY\this_month\+300\2025-11-03.csv,532,532,0,0,0,0,1762139550000,1762163520000,577.55,611.9,0
data\g6_data\NIFTY\this_month\+300\2025-11-04.csv,701,701,0,0,1,0,1762228860000,1762250370000,561.35,592.2,0
data\g6_data\NIFTY\this_month\+300\2025-11-06.csv,697,697,0,0,1,0,1762400490000,1762422420000,509.65,571.4125,0
data\g6_data\NIFTY\this_month\+350\2025-09-15.csv,0,0,0,0,0,0,,,,,0
data\g6_data\NIFTY\this_month\+350\2025-09-30.csv,462,462,0,0,7,0,1759210260000,1759226370000,279.0,389.75,0
data\g6_data\NIFTY\this_month\+350\2025-10-01.csv,318,318,0,0,2,0,1759295370000,1759312770000,517.85,587.38,0
data\g6_data\NIFTY\this_month\+350\2025-10-03.csv,231,231,0,0,0,0,1759470390000,1759483320000,493.65,541.74,0
data\g6_data\NIFTY\this_month\+400\2025-09-15.csv,0,0,0,0,0,0,,,,,0
data\g6_data\NIFTY\this_month\+400\2025-09-30.csv,462,462,0,0,7,0,1759210260000,1759226370000,337.77000000000004,439.6,0
data\g6_data\NIFTY\this_month\+400\2025-10-01.csv,274,274,0,0,0,0,1759295310000,1759311900000,530.55,619.0,0
data\g6_data\NIFTY\this_month\+400\2025-10-03.csv,394,394,0,0,5,0,1759466010000,1759485600000,504.85,560.78,0
data\g6_data\NIFTY\this_month\+450\2025-09-15.csv,0,0,0,0,0,0,,,,,0
data\g6_data\NIFTY\this_month\+450\2025-09-30.csv,462,462,0,0,7,0,1759210260000,1759226370000,378.72999999999996,489.75,0
data\g6_data\NIFTY\this_month\+450\2025-10-01.csv,311,311,0,0,2,0,1759295370000,1759312770000,546.85,635.52,0
data\g6_data\NIFTY\this_month\+450\2025-10-03.csv,213,213,0,0,0,0,1759471980000,1759483320000,519.6,571.4,0
data\g6_data\NIFTY\this_month\+50\2025-09-15.csv,0,0,0,0,0,0,,,,,0
data\g6_data\NIFTY\this_month\+50\2025-09-30.csv,462,462,0,0,7,0,1759210260000,1759226370000,29.0,120.84,0
data\g6_data\NIFTY\this_month\+50\2025-10-01.csv,585,585,0,0,2,0,1759295310000,1759312770000,515.95,566.39,0
data\g6_data\NIFTY\this_month\+50\2025-10-03.csv,628,628,0,0,5,0,1759463280000,1759485600000,479.75,531.61,0
data\g6_data\NIFTY\this_month\+50\2025-10-06.csv,227,227,0,0,2,0,1759737990000,1759744800000,442.75,472.9,0
data\g6_data\NIFTY\this_month\+50\2025-10-07.csv,545,545,0,0,12,0,1759811100000,1759830930000,427.1,461.99,0
data\g6_data\NIFTY\this_month\+50\2025-10-08.csv,718,718,0,0,0,0,1759895340000,1759917600000,411.85,455.02,0
data\g6_data\NIFTY\this_month\+50\2025-10-09.csv,299,299,0,0,0,0,1759995000000,1760026560000,399.0,422.7,0
data\g6_data\NIFTY\this_month\+50\2025-10-10.csv,740,740,0,0,0,0,1760067960000,1760090400000,384.9,416.29999999999995,0
data\g6_data\NIFTY\this_month\+50\2025-10-23.csv,307,307,0,0,0,0,1761202230000,1761213600000,209.95,291.73,0
data\g6_data\NIFTY\this_month\+50\2025-10-24.csv,187,187,0,0,0,0,1761282060000,1761287640000,195.2,232.93,0
data\g6_data\NIFTY\this_month\+50\2025-10-28.csv,637,637,0,0,9,0,1761626730000,1761645600000,25.8,143.19,0
data\g6_data\NIFTY\this_month\+50\2025-10-29.csv,671,671,0,0,0,0,1761711900000,1761732000000,623.6700000000001,652.05,0
data\g6_data\NIFTY\this_month\+50\2025-10-30.csv,566,566,0,0,2,0,1761795900000,1761818400000,603.3,639.76,0
data\g6_data\NIFTY\this_month\+50\2025-10-31.csv,477,477,0,0,24,0,1761882330000,1761904800000,587.35,631.58,0
data\g6_data\NIFTY\this_month\+50\2025-11-03.csv,532,532,0,0,0,0,1762139550000,1762163520000,573.8,626.6,0
data\g6_data\NIFTY\this_month\+50\2025-11-04.csv,701,701,0,0,1,0,1762228860000,1762250370000,554.65,595.77,0
data\g6_data\NIFTY\this_month\+50\2025-11-06.csv,697,697,0,0,1,0,1762400490000,1762422420000,497.90000000000003,575.2874999999999,0
data\g6_data\NIFTY\this_month\+500\2025-09-15.csv,0,0,0,0,0,0,,,,,0
data\g6_data\NIFTY\this_month\+500\2025-09-30.csv,462,462,0,0,7,0,1759210260000,1759226370000,433.75,539.6,0
data\g6_data\NIFTY\this_month\+500\2025-10-01.csv,274,274,0,0,0,0,1759295310000,1759311900000,562.05,668.75,0
data\g6_data\NIFTY\this_month\+500\2025-10-03.csv,173,173,0,0,0,0,1759471830000,1759485600000,544.1,603.95,0
data\g6_data\NIFTY\this_month\+550\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\NIFTY\this_month\-100\2025-09-15.csv,0,0,0,0,0,0,,,,,0
data\g6_data\NIFTY\this_month\-100\2025-09-30.csv,463,463,0,0,7,0,1759210260000,1759226370000,61.099999999999994,173.07,0
data\g6_data\NIFTY\this_month\-100\2025-10-01.csv,555,555,0,0,2,0,1759295310000,1759312770000,557.3,604.8,0
data\g6_data\NIFTY\this_month\-100\2025-10-03.csv,635,635,0,0,5,0,1759463370000,1759485600000,521.45,558.9,0
data\g6_data\NIFTY\this_month\-100\2025-10-06.csv,227,227,0,0,2,0,1759737990000,1759744800000,468.22,521.85,0
data\g6_data\NIFTY\this_month\-100\2025-10-07.csv,545,545,0,0,12,0,1759811100000,1759830930000,464.7,510.59,0
data\g6_data\NIFTY\this_month\-100\2025-10-08.csv,511,511,0,0,0,0,1759895220000,1759917600000,442.5,657.5400000000001,0
data\g6_data\NIFTY\this_month\-100\2025-10-09.csv,299,299,0,0,0,0,1759995000000,1760026560000,429.8,473.04999999999995,0
data\g6_data\NIFTY\this_month\-100\2025-10-10.csv,744,744,0,0,0,0,1760068080000,1760090400000,419.70000000000005,475.5,0
data\g6_data\NIFTY\this_month\-100\2025-10-23.csv,307,307,0,0,0,0,1761202230000,1761213600000,259.25,393.44,0
data\g6_data\NIFTY\this_month\-100\2025-10-24.csv,187,187,0,0,0,0,1761282060000,1761287640000,223.15,301.01,0
data\g6_data\NIFTY\this_month\-100\2025-10-28.csv,637,637,0,0,9,0,1761626730000,1761645600000,70.39,222.12,0
data\g6_data\NIFTY\this_month\-100\2025-10-29.csv,671,671,0,0,0,0,1761711900000,1761732000000,655.71,692.85,0
data\g6_data\NIFTY\this_month\-100\2025-10-30.csv,566,566,0,0,2,0,1761795900000,1761818400000,637.95,680.49,0
data\g6_data\NIFTY\this_month\-100\2025-10-31.csv,477,477,0,0,24,0,1761882330000,1761904800000,199.23,677.3,0
data\g6_data\NIFTY\this_month\-100\2025-11-03.csv,532,532,0,0,0,0,1762139550000,1762163520000,603.4,672.4749999999999,0
data\g6_data\NIFTY\this_month\-100\2025-11-04.csv,701,701,0,0,1,0,1762228860000,1762250370000,576.8,632.6700000000001,0
data\g6_data\NIFTY\this_month\-100\2025-11-06.csv,697,697,0,0,1,0,1762400490000,1762422420000,518.7,613.5625,0
data\g6_data\NIFTY\this_month\-150\2025-09-15.csv,0,0,0,0,0,0,,,,,0
data\g6_data\NIFTY\this_month\-150\2025-09-30.csv,463,463,0,0,7,0,1759210260000,1759226370000,111.05,215.3,0
data\g6_data\NIFTY\this_month\-150\2025-10-01.csv,517,517,0,0,2,0,1759295370000,1759312770000,569.12,624.0,0
data\g6_data\NIFTY\this_month\-150\2025-10-03.csv,321,321,0,0,0,0,1759470390000,1759485600000,532.71,563.35,0
data\g6_data\NIFTY\this_month\-150\2025-10-06.csv,227,227,0,0,2,0,1759737990000,1759744800000,468.28999999999996,544.2,0
data\g6_data\NIFTY\this_month\-150\2025-10-07.csv,545,545,0,0,12,0,1759811100000,1759830930000,478.69,531.97,0
data\g6_data\NIFTY\this_month\-150\2025-10-08.csv,638,638,0,0,0,0,1759895340000,1759917600000,451.15,529.73,0
data\g6_data\NIFTY\this_month\-150\2025-10-09.csv,299,299,0,0,0,0,1759995000000,1760026560000,440.52,501.09999999999997,0
data\g6_data\NIFTY\this_month\-150\2025-10-10.csv,737,737,0,0,0,0,1760068320000,1760090400000,436.67,498.9,0
data\g6_data\NIFTY\this_month\-150\2025-10-23.csv,307,307,0,0,0,0,1761202230000,1761213600000,286.75,443.82,0
data\g6_data\NIFTY\this_month\-150\2025-10-24.csv,187,187,0,0,0,0,1761282060000,1761287640000,245.05,330.3,0
data\g6_data\NIFTY\this_month\-150\2025-10-28.csv,637,637,0,0,9,0,1761626730000,1761645600000,100.65,261.83,0
data\g6_data\NIFTY\this_month\-150\2025-10-29.csv,671,671,0,0,0,0,1761711900000,1761732000000,665.34,717.3,0
data\g6_data\NIFTY\this_month\-150\2025-10-30.csv,566,566,0,0,2,0,1761795900000,1761818400000,646.7,698.99,0
data\g6_data\NIFTY\this_month\-150\2025-10-31.csv,477,477,0,0,24,0,1761882330000,1761904800000,631.7,712.0699999999999,0
data\g6_data\NIFTY\this_month\-150\2025-11-03.csv,532,532,0,0,0,0,1762139550000,1762163520000,616.15,692.8625,0
data\g6_data\NIFTY\this_month\-150\2025-11-04.csv,701,701,0,0,1,0,1762228860000,1762250370000,594.9,646.44,0
data\g6_data\NIFTY\this_month\-150\2025-11-06.csv,697,697,0,0,1,0,1762400490000,1762422420000,540.55,634.6,0
data\g6_data\NIFTY\this_month\-200\2025-09-15.csv,0,0,0,0,0,0,,,,,0
data\g6_data\NIFTY\this_month\-200\2025-09-30.csv,463,463,0,0,7,0,1759210260000,1759226370000,161.25,262.02,0
data\g6_data\NIFTY\this_month\-200\2025-10-01.csv,392,392,0,0,1,0,1759295310000,1759312770000,577.06,643.8,0
data\g6_data\NIFTY\this_month\-200\2025-10-03.csv,399,399,0,0,5,0,1759463610000,1759485600000,552.47,600.2,0
data\g6_data\NIFTY\this_month\-200\2025-10-06.csv,227,227,0,0,2,0,1759737990000,1759744800000,497.93,572.3,0
data\g6_data\NIFTY\this_month\-200\2025-10-07.csv,490,490,0,0,12,0,1759811100000,1759830930000,502.5,559.56,0
data\g6_data\NIFTY\this_month\-200\2025-10-08.csv,252,252,0,0,0,0,1759895910000,1759917600000,472.85999999999996,722.48,0
data\g6_data\NIFTY\this_month\-200\2025-10-09.csv,299,299,0,0,0,0,1759995000000,1760026560000,463.85,527.9,0
data\g6_data\NIFTY\this_month\-200\2025-10-10.csv,698,698,0,0,0,0,1760068050000,1760090400000,453.11,528.1,0
data\g6_data\NIFTY\this_month\-200\2025-10-23.csv,307,307,0,0,0,0,1761202230000,1761213600000,317.3,489.46999999999997,0
data\g6_data\NIFTY\this_month\-200\2025-10-24.csv,187,187,0,0,0,0,1761282060000,1761287640000,273.25,373.36,0
data\g6_data\NIFTY\this_month\-200\2025-10-28.csv,637,637,0,0,9,0,1761626730000,1761645600000,136.85,305.83,0
data\g6_data\NIFTY\this_month\-200\2025-10-29.csv,671,671,0,0,0,0,1761711900000,1761732000000,685.0799999999999,734.1,0
data\g6_data\NIFTY\this_month\-200\2025-10-30.csv,566,566,0,0,2,0,1761795900000,1761818400000,156.47,787.3,0
data\g6_data\NIFTY\this_month\-200\2025-10-31.csv,477,477,0,0,24,0,1761882330000,1761904800000,167.27,729.14,0
data\g6_data\NIFTY\this_month\-200\2025-11-03.csv,532,532,0,0,0,0,1762139550000,1762163520000,632.88,719.6125,0
data\g6_data\NIFTY\this_month\-200\2025-11-04.csv,701,701,0,0,1,0,1762228860000,1762250370000,605.15,676.65,0
data\g6_data\NIFTY\this_month\-200\2025-11-06.csv,697,697,0,0,1,0,1762400490000,1762422420000,553.9,648.6125,0
data\g6_data\NIFTY\this_month\-250\2025-09-15.csv,0,0,0,0,0,0,,,,,0
data\g6_data\NIFTY\this_month\-250\2025-09-30.csv,463,463,0,0,7,0,1759210260000,1759226370000,211.3,313.08,0
data\g6_data\NIFTY\this_month\-250\2025-10-01.csv,281,281,0,0,2,0,1759297680000,1759312770000,590.41,670.3499999999999,0
data\g6_data\NIFTY\this_month\-250\2025-10-03.csv,234,234,0,0,0,0,1759463280000,1759483320000,585.55,644.83,0
data\g6_data\NIFTY\this_month\-250\2025-10-06.csv,227,227,0,0,2,0,1759737990000,1759744800000,508.78999999999996,596.85,0
data\g6_data\NIFTY\this_month\-250\2025-10-07.csv,414,414,0,0,11,0,1759813020000,1759830930000,530.6,583.29,0
data\g6_data\NIFTY\this_month\-250\2025-10-08.csv,507,507,0,0,0,0,1759895670000,1759917600000,508.66,587.36,0
data\g6_data\NIFTY\this_month\-250\2025-10-09.csv,296,296,0,0,0,0,1759995000000,1760026560000,494.95,549.3,0
data\g6_data\NIFTY\this_month\-250\2025-10-10.csv,737,737,0,0,0,0,1760068320000,1760090400000,481.49,558.9499999999999,0
data\g6_data\NIFTY\this_month\-250\2025-10-23.csv,307,307,0,0,0,0,1761202230000,1761213600000,348.39,533.61,0
data\g6_data\NIFTY\this_month\-250\2025-10-24.csv,187,187,0,0,0,0,1761282060000,1761287640000,306.79999999999995,413.39,0
data\g6_data\NIFTY\this_month\-250\2025-10-28.csv,637,637,0,0,9,0,1761626730000,1761645600000,190.95000000000002,356.2,0
data\g6_data\NIFTY\this_month\-250\2025-10-29.csv,671,671,0,0,0,0,1761711900000,1761732000000,702.36,766.05,0
data\g6_data\NIFTY\this_month\-250\2025-10-30.csv,566,566,0,0,2,0,1761795900000,1761818400000,,785.7,0
data\g6_data\NIFTY\this_month\-250\2025-10-31.csv,477,477,0,0,24,0,1761882330000,1761904800000,664.15,758.81,0
data\g6_data\NIFTY\this_month\-250\2025-11-03.csv,532,532,0,0,0,0,1762139550000,1762163520000,649.8499999999999,747.25,0
data\g6_data\NIFTY\this_month\-250\2025-11-04.csv,701,701,0,0,1,0,1762228860000,1762250370000,627.3,687.5400000000001,0
data\g6_data\NIFTY\this_month\-250\2025-11-06.csv,697,697,0,0,1,0,1762400490000,1762422420000,576.0,679.5500000000001,0
data\g6_data\NIFTY\this_month\-300\2025-09-15.csv,0,0,0,0,0,0,,,,,0
data\g6_data\NIFTY\this_month\-300\2025-09-30.csv,463,463,0,0,7,0,1759210260000,1759226370000,261.0,360.58,0
data\g6_data\NIFTY\this_month\-300\2025-10-01.csv,227,227,0,0,0,0,1759297620000,1759311900000,623.24,694.1500000000001,0
data\g6_data\NIFTY\this_month\-300\2025-10-03.csv,404,404,0,0,5,0,1759463370000,1759485600000,591.06,647.6,0
data\g6_data\NIFTY\this_month\-300\2025-10-06.csv,227,227,0,0,2,0,1759737990000,1759744800000,546.11,629.45,0
