path,rows,parsed_ts,parse_fail,out_of_order,duplicate_ts,negative_values,min_ts,max_ts,min_tp,max_tp,issue_count
data\g6_data\SENSEX\next_month\+1000\2025-10-10.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+1000\2025-10-23.csv,307,307,0,0,0,0,1761202230000,1761213600000,876.64,3024.6000000000004,0
data\g6_data\SENSEX\next_month\+1000\2025-10-24.csv,187,187,0,0,0,0,1761282060000,1761287640000,2239.43,2349.3500000000004,0
data\g6_data\SENSEX\next_month\+1000\2025-10-27.csv,478,478,0,0,5,0,1761540750000,1761558210000,2587.85,2803.35,0
data\g6_data\SENSEX\next_month\+1000\2025-10-28.csv,693,693,0,1,15,0,1761624000000,1761645600000,2054.77,162000.0,1
data\g6_data\SENSEX\next_month\+1000\2025-10-29.csv,671,671,0,0,0,0,1761711900000,1761732000000,2044.27,2203.55,0
data\g6_data\SENSEX\next_month\+1000\2025-10-30.csv,567,567,0,0,3,0,1761795900000,1761818400000,1921.3,2187.45,0
data\g6_data\SENSEX\next_month\+1000\2025-10-31.csv,476,476,0,0,24,0,1761882360000,1761904800000,1947.75,2184.1125,0
data\g6_data\SENSEX\next_month\+1000\2025-11-03.csv,531,531,0,0,0,0,1762139550000,1762163490000,,3118.95,0
data\g6_data\SENSEX\next_month\+1000\2025-11-04.csv,678,678,0,0,1,0,1762228890000,1762250400000,,4017.25,0
data\g6_data\SENSEX\next_month\+1000\2025-11-06.csv,665,665,0,0,0,0,1762400490000,1762422360000,,3261.7,0
data\g6_data\SENSEX\next_month\+1100\2025-09-18.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+1100\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+200\2025-09-15.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+200\2025-09-16.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+200\2025-09-17.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+200\2025-09-18.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+200\2025-09-19.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+200\2025-09-22.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+200\2025-09-30.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+200\2025-10-01.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+200\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+200\2025-10-06.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+200\2025-10-07.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+200\2025-10-08.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+200\2025-10-09.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+200\2025-10-10.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+200\2025-10-23.csv,307,307,0,0,0,0,1761202230000,1761213600000,1371.15,2937.0,0
data\g6_data\SENSEX\next_month\+200\2025-10-24.csv,187,187,0,0,0,0,1761282060000,1761287640000,2246.75,2530.4,0
data\g6_data\SENSEX\next_month\+200\2025-10-27.csv,478,478,0,0,5,0,1761540750000,1761558210000,1884.1999999999998,2463.65,0
data\g6_data\SENSEX\next_month\+200\2025-10-28.csv,693,693,0,1,15,0,1761624000000,1761645600000,2157.8,162000.0,1
data\g6_data\SENSEX\next_month\+200\2025-10-29.csv,671,671,0,0,0,0,1761711900000,1761732000000,2088.3500000000004,2260.0,0
data\g6_data\SENSEX\next_month\+200\2025-10-30.csv,567,567,0,0,3,0,1761795900000,1761818400000,2058.45,2605.55,0
data\g6_data\SENSEX\next_month\+200\2025-10-31.csv,476,476,0,0,24,0,1761882360000,1761904800000,1891.3,2272.45,0
data\g6_data\SENSEX\next_month\+200\2025-11-03.csv,531,531,0,0,0,0,1762139550000,1762163490000,,3135.1,0
data\g6_data\SENSEX\next_month\+200\2025-11-04.csv,678,678,0,0,1,0,1762228890000,1762250400000,,4069.15,0
data\g6_data\SENSEX\next_month\+200\2025-11-06.csv,665,665,0,0,0,0,1762400490000,1762422360000,,3229.45,0
data\g6_data\SENSEX\next_month\+300\2025-09-15.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+300\2025-09-16.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+300\2025-09-17.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+300\2025-09-18.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+300\2025-09-19.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+300\2025-09-22.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+300\2025-09-30.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+300\2025-10-01.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+300\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+300\2025-10-06.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+300\2025-10-07.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+300\2025-10-08.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+300\2025-10-09.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+300\2025-10-10.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+300\2025-10-23.csv,307,307,0,0,0,0,1761202230000,1761213600000,1233.53,2939.25,0
data\g6_data\SENSEX\next_month\+300\2025-10-24.csv,187,187,0,0,0,0,1761282060000,1761287640000,2256.34,2476.45,0
data\g6_data\SENSEX\next_month\+300\2025-10-27.csv,478,478,0,0,5,0,1761540750000,1761558210000,1917.6,2426.7,0
data\g6_data\SENSEX\next_month\+300\2025-10-28.csv,693,693,0,1,15,0,1761624000000,1761645600000,2185.8,162000.0,1
data\g6_data\SENSEX\next_month\+300\2025-10-29.csv,671,671,0,0,0,0,1761711900000,1761732000000,2080.1,2232.8500000000004,0
data\g6_data\SENSEX\next_month\+300\2025-10-30.csv,567,567,0,0,3,0,1761795900000,1761818400000,2056.75,2387.7,0
data\g6_data\SENSEX\next_month\+300\2025-10-31.csv,476,476,0,0,24,0,1761882360000,1761904800000,1937.36,2219.65,0
data\g6_data\SENSEX\next_month\+300\2025-11-03.csv,531,531,0,0,0,0,1762139550000,1762163490000,,3122.55,0
data\g6_data\SENSEX\next_month\+300\2025-11-04.csv,678,678,0,0,1,0,1762228890000,1762250400000,,4055.8,0
data\g6_data\SENSEX\next_month\+300\2025-11-06.csv,665,665,0,0,0,0,1762400490000,1762422360000,,3220.25,0
data\g6_data\SENSEX\next_month\+400\2025-09-15.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+400\2025-09-16.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+400\2025-09-17.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+400\2025-09-18.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+400\2025-09-19.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+400\2025-09-22.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+400\2025-09-30.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+400\2025-10-01.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+400\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+400\2025-10-06.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+400\2025-10-07.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+400\2025-10-08.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+400\2025-10-09.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+400\2025-10-10.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+400\2025-10-23.csv,307,307,0,0,0,0,1761202230000,1761213600000,1175.58,2941.85,0
data\g6_data\SENSEX\next_month\+400\2025-10-24.csv,187,187,0,0,0,0,1761282060000,1761287640000,2250.91,2476.45,0
data\g6_data\SENSEX\next_month\+400\2025-10-27.csv,478,478,0,0,5,0,1761540750000,1761558210000,2171.05,2401.35,0
data\g6_data\SENSEX\next_month\+400\2025-10-28.csv,693,693,0,1,15,0,1761624000000,1761645600000,2152.88,162000.0,1
data\g6_data\SENSEX\next_month\+400\2025-10-29.csv,671,671,0,0,0,0,1761711900000,1761732000000,2058.2,2226.15,0
data\g6_data\SENSEX\next_month\+400\2025-10-30.csv,567,567,0,0,3,0,1761795900000,1761818400000,2019.1000000000001,2325.95,0
data\g6_data\SENSEX\next_month\+400\2025-10-31.csv,476,476,0,0,24,0,1761882360000,1761904800000,1937.36,2150.1,0
data\g6_data\SENSEX\next_month\+400\2025-11-03.csv,531,531,0,0,0,0,1762139550000,1762163490000,,3112.1,0
data\g6_data\SENSEX\next_month\+400\2025-11-04.csv,678,678,0,0,1,0,1762228890000,1762250400000,,4043.95,0
data\g6_data\SENSEX\next_month\+400\2025-11-06.csv,665,665,0,0,0,0,1762400490000,1762422360000,,3212.95,0
data\g6_data\SENSEX\next_month\+500\2025-09-15.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+500\2025-09-16.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+500\2025-09-17.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+500\2025-09-18.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+500\2025-09-19.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+500\2025-09-22.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+500\2025-09-30.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+500\2025-10-01.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+500\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+500\2025-10-06.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+500\2025-10-07.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+500\2025-10-08.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+500\2025-10-09.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+500\2025-10-10.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+500\2025-10-23.csv,307,307,0,0,0,0,1761202230000,1761213600000,1122.15,2958.1000000000004,0
data\g6_data\SENSEX\next_month\+500\2025-10-24.csv,187,187,0,0,0,0,1761282060000,1761287640000,2272.35,2360.08,0
data\g6_data\SENSEX\next_month\+500\2025-10-27.csv,478,478,0,0,5,0,1761540750000,1761558210000,2168.75,2392.5,0
data\g6_data\SENSEX\next_month\+500\2025-10-28.csv,693,693,0,1,15,0,1761624000000,1761645600000,2109.27,162000.0,1
data\g6_data\SENSEX\next_month\+500\2025-10-29.csv,671,671,0,0,0,0,1761711900000,1761732000000,2074.85,2205.45,0
data\g6_data\SENSEX\next_month\+500\2025-10-30.csv,567,567,0,0,3,0,1761795900000,1761818400000,1929.85,2168.55,0
data\g6_data\SENSEX\next_month\+500\2025-10-31.csv,476,476,0,0,24,0,1761882360000,1761904800000,1905.585,2151.15,0
data\g6_data\SENSEX\next_month\+500\2025-11-03.csv,531,531,0,0,0,0,1762139550000,1762163490000,,3103.75,0
data\g6_data\SENSEX\next_month\+500\2025-11-04.csv,678,678,0,0,1,0,1762228890000,1762250400000,,4033.7000000000003,0
data\g6_data\SENSEX\next_month\+500\2025-11-06.csv,665,665,0,0,0,0,1762400490000,1762422360000,,3210.3500000000004,0
data\g6_data\SENSEX\next_month\+600\2025-09-15.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+600\2025-09-16.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+600\2025-09-17.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+600\2025-09-18.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+600\2025-09-19.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+600\2025-09-22.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+600\2025-09-30.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+600\2025-10-01.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+600\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+600\2025-10-06.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+600\2025-10-07.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+600\2025-10-08.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+600\2025-10-09.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+600\2025-10-10.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+600\2025-10-23.csv,307,307,0,0,0,0,1761202230000,1761213600000,1071.24,2966.0,0
data\g6_data\SENSEX\next_month\+600\2025-10-24.csv,187,187,0,0,0,0,1761282060000,1761287640000,2252.6,2420.05,0
data\g6_data\SENSEX\next_month\+600\2025-10-27.csv,478,478,0,0,5,0,1761540750000,1761558210000,2179.8999999999996,2392.7,0
data\g6_data\SENSEX\next_month\+600\2025-10-28.csv,693,693,0,1,15,0,1761624000000,1761645600000,2084.58,162000.0,1
data\g6_data\SENSEX\next_month\+600\2025-10-29.csv,671,671,0,0,0,0,1761711900000,1761732000000,2049.85,2185.0,0
data\g6_data\SENSEX\next_month\+600\2025-10-30.csv,567,567,0,0,3,0,1761795900000,1761818400000,1970.5,2190.85,0
data\g6_data\SENSEX\next_month\+600\2025-10-31.csv,476,476,0,0,24,0,1761882360000,1761904800000,1905.585,2209.3,0
data\g6_data\SENSEX\next_month\+600\2025-11-03.csv,531,531,0,0,0,0,1762139550000,1762163490000,,3097.3,0
data\g6_data\SENSEX\next_month\+600\2025-11-04.csv,678,678,0,0,1,0,1762228890000,1762250400000,,4025.0,0
data\g6_data\SENSEX\next_month\+600\2025-11-06.csv,665,665,0,0,0,0,1762400490000,1762422360000,,3216.75,0
data\g6_data\SENSEX\next_month\+700\2025-09-15.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+700\2025-09-16.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+700\2025-09-17.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+700\2025-09-18.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+700\2025-09-19.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+700\2025-09-22.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+700\2025-09-30.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+700\2025-10-01.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+700\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+700\2025-10-06.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+700\2025-10-07.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+700\2025-10-08.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+700\2025-10-09.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+700\2025-10-10.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+700\2025-10-23.csv,307,307,0,0,0,0,1761202230000,1761213600000,1071.24,2966.0,0
data\g6_data\SENSEX\next_month\+700\2025-10-24.csv,187,187,0,0,0,0,1761282060000,1761287640000,2258.4,2373.8,0
data\g6_data\SENSEX\next_month\+700\2025-10-27.csv,478,478,0,0,5,0,1761540750000,1761558210000,2193.65,2828.85,0
data\g6_data\SENSEX\next_month\+700\2025-10-28.csv,693,693,0,1,15,0,1761624000000,1761645600000,2077.2599999999998,162000.0,1
data\g6_data\SENSEX\next_month\+700\2025-10-29.csv,671,671,0,0,0,0,1761711900000,1761732000000,2038.9,2155.0,0
data\g6_data\SENSEX\next_month\+700\2025-10-30.csv,567,567,0,0,3,0,1761795900000,1761818400000,1949.25,2158.6,0
data\g6_data\SENSEX\next_month\+700\2025-10-31.csv,476,476,0,0,24,0,1761882360000,1761904800000,1909.65,2196.95,0
data\g6_data\SENSEX\next_month\+700\2025-11-03.csv,531,531,0,0,0,0,1762139550000,1762163490000,,3095.7,0
data\g6_data\SENSEX\next_month\+700\2025-11-04.csv,678,678,0,0,1,0,1762228890000,1762250400000,,4017.8500000000004,0
data\g6_data\SENSEX\next_month\+700\2025-11-06.csv,665,665,0,0,0,0,1762400490000,1762422360000,,3225.1,0
data\g6_data\SENSEX\next_month\+800\2025-09-15.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+800\2025-09-16.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+800\2025-09-17.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+800\2025-09-18.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+800\2025-09-19.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+800\2025-09-22.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+800\2025-09-30.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+800\2025-10-01.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+800\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+800\2025-10-06.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+800\2025-10-07.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+800\2025-10-08.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+800\2025-10-09.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+800\2025-10-10.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+800\2025-10-23.csv,307,307,0,0,0,0,1761202230000,1761213600000,1071.24,2982.95,0
data\g6_data\SENSEX\next_month\+800\2025-10-24.csv,187,187,0,0,0,0,1761282060000,1761287640000,2239.43,2390.45,0
data\g6_data\SENSEX\next_month\+800\2025-10-27.csv,478,478,0,0,5,0,1761540750000,1761558210000,2229.19,2901.2,0
data\g6_data\SENSEX\next_month\+800\2025-10-28.csv,693,693,0,1,15,0,1761624000000,1761645600000,2066.2,162000.0,1
data\g6_data\SENSEX\next_month\+800\2025-10-29.csv,671,671,0,0,0,0,1761711900000,1761732000000,2038.9,2214.75,0
data\g6_data\SENSEX\next_month\+800\2025-10-30.csv,567,567,0,0,3,0,1761795900000,1761818400000,1968.45,2182.3,0
data\g6_data\SENSEX\next_month\+800\2025-10-31.csv,476,476,0,0,24,0,1761882360000,1761904800000,1864.5,2184.1125,0
data\g6_data\SENSEX\next_month\+800\2025-11-03.csv,531,531,0,0,0,0,1762139550000,1762163490000,,3101.45,0
data\g6_data\SENSEX\next_month\+800\2025-11-04.csv,678,678,0,0,1,0,1762228890000,1762250400000,,4012.3500000000004,0
data\g6_data\SENSEX\next_month\+800\2025-11-06.csv,665,665,0,0,0,0,1762400490000,1762422360000,,3235.4,0
data\g6_data\SENSEX\next_month\+900\2025-09-15.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+900\2025-09-16.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+900\2025-09-17.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+900\2025-09-18.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+900\2025-09-19.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+900\2025-09-22.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+900\2025-09-30.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+900\2025-10-01.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+900\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+900\2025-10-06.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+900\2025-10-07.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+900\2025-10-08.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+900\2025-10-09.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+900\2025-10-10.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\+900\2025-10-23.csv,307,307,0,0,0,0,1761202230000,1761213600000,1071.24,3002.1499999999996,0
data\g6_data\SENSEX\next_month\+900\2025-10-24.csv,187,187,0,0,0,0,1761282060000,1761287640000,2227.16,2351.0,0
data\g6_data\SENSEX\next_month\+900\2025-10-27.csv,478,478,0,0,5,0,1761540750000,1761558210000,2254.99,2839.3500000000004,0
data\g6_data\SENSEX\next_month\+900\2025-10-28.csv,693,693,0,1,15,0,1761624000000,1761645600000,2059.6,162000.0,1
data\g6_data\SENSEX\next_month\+900\2025-10-29.csv,671,671,0,0,0,0,1761711900000,1761732000000,2056.85,2201.55,0
data\g6_data\SENSEX\next_month\+900\2025-10-30.csv,567,567,0,0,3,0,1761795900000,1761818400000,1961.2,2187.45,0
data\g6_data\SENSEX\next_month\+900\2025-10-31.csv,476,476,0,0,24,0,1761882360000,1761904800000,1864.5,2184.1125,0
data\g6_data\SENSEX\next_month\+900\2025-11-03.csv,531,531,0,0,0,0,1762139550000,1762163490000,,3109.2,0
data\g6_data\SENSEX\next_month\+900\2025-11-04.csv,678,678,0,0,1,0,1762228890000,1762250400000,,4011.8500000000004,0
data\g6_data\SENSEX\next_month\+900\2025-11-06.csv,665,665,0,0,0,0,1762400490000,1762422360000,,3247.6000000000004,0
data\g6_data\SENSEX\next_month\-100\2025-09-15.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\-100\2025-09-16.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\-100\2025-09-17.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\-100\2025-09-18.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\-100\2025-09-19.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\-100\2025-09-22.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\-100\2025-09-30.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\-100\2025-10-01.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\-100\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\-100\2025-10-06.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\-100\2025-10-07.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\-100\2025-10-08.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\-100\2025-10-09.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\-100\2025-10-10.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\-100\2025-10-23.csv,307,307,0,0,0,0,1761202230000,1761213600000,1433.33,2926.4,0
data\g6_data\SENSEX\next_month\-100\2025-10-24.csv,187,187,0,0,0,0,1761282060000,1761287640000,2470.95,2723.9,0
data\g6_data\SENSEX\next_month\-100\2025-10-27.csv,478,478,0,0,5,0,1761540750000,1761558210000,1998.6,2526.1,0
data\g6_data\SENSEX\next_month\-100\2025-10-28.csv,693,693,0,1,15,0,1761624000000,1761645600000,2181.35,162000.0,1
data\g6_data\SENSEX\next_month\-100\2025-10-29.csv,671,671,0,0,0,0,1761711900000,1761732000000,1997.05,2345.04,0
data\g6_data\SENSEX\next_month\-100\2025-10-30.csv,567,567,0,0,3,0,1761795900000,1761818400000,2126.4,3337.7,0
data\g6_data\SENSEX\next_month\-100\2025-10-31.csv,476,476,0,0,24,0,1761882360000,1761904800000,2014.5,2321.85,0
data\g6_data\SENSEX\next_month\-100\2025-11-03.csv,531,531,0,0,0,0,1762139550000,1762163490000,,3184.5499999999997,0
data\g6_data\SENSEX\next_month\-100\2025-11-04.csv,678,678,0,0,1,0,1762228890000,1762250400000,,4118.65,0
data\g6_data\SENSEX\next_month\-100\2025-11-06.csv,665,665,0,0,0,0,1762400490000,1762422360000,,3268.9,0
data\g6_data\SENSEX\next_month\-1000\2025-09-15.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\-1000\2025-09-16.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\-1000\2025-09-17.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\-1000\2025-09-18.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\-1000\2025-09-19.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\-1000\2025-09-22.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\-1000\2025-09-30.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\-1000\2025-10-01.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\-1000\2025-10-03.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\-1000\2025-10-06.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\-1000\2025-10-07.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\-1000\2025-10-08.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\-1000\2025-10-09.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\-1000\2025-10-10.csv,0,0,0,0,0,0,,,,,0
data\g6_data\SENSEX\next_month\-1000\2025-10-23.csv,307,307,0,0,0,0,1761202230000,1761213600000,2269.8125,3073.66,0
data\g6_data\SENSEX\next_month\-1000\2025-10-24.csv,187,187,0,0,0,0,1761282060000,1761287640000,2774.6,3575.3,0
data\g6_data\SENSEX\next_month\-1000\2025-10-27.csv,478,478,0,0,5,0,1761540750000,1761558210000,2220.6000000000004,2577.45,0
data\g6_data\SENSEX\next_month\-1000\2025-10-28.csv,693,693,0,1,15,0,1761624000000,1761645600000,2567.4,162000.0,1
data\g6_data\SENSEX\next_month\-1000\2025-10-29.csv,671,671,0,0,0,0,1761711900000,1761732000000,2396.455,2703.0499999999997,0
data\g6_data\SENSEX\next_month\-1000\2025-10-30.csv,567,567,0,0,3,0,1761795900000,1761818400000,2470.0,3653.0499999999997,0
data\g6_data\SENSEX\next_month\-1000\2025-10-31.csv,476,476,0,0,24,0,1761882360000,1761904800000,1697.85,2752.53,0
